Recency,Frequency,Monetary,Segment_Label,R_Next_3Months,Churn
30,12,4020.334430565752,2,1,2
9,5,1506.394915110201,3,1,2
27,12,3628.651152953811,2,1,2
14,8,2637.239544355019,2,1,2
44,6,1635.3563434227376,3,1,2
6,13,3665.8323487168204,2,1,2
102,3,919.874919806811,0,0,3
111,2,284.54418261879664,0,1,1
31,7,2563.412939758323,3,1,2
74,5,1698.94538253244,3,1,2
1,6,1082.3313268654026,3,1,2
48,6,1364.5339518599321,3,1,2
19,8,2453.395164057307,3,1,2
21,12,4058.942819239249,2,1,2
12,3,1010.6254269274609,3,0,0
27,7,1453.215498883408,3,1,2
6,6,1441.1418024435338,3,1,2
30,14,4271.762028397091,2,1,2
12,5,1316.8536916590367,3,1,2
94,8,2268.1107023397326,3,1,1
16,3,908.97072890592,3,0,0
28,15,4884.586401246025,1,1,2
42,3,955.46372534491,0,0,0
2,5,1866.39743919163,3,1,2
26,8,2662.679121033033,2,1,2
14,12,3968.4950306778564,2,1,2
0,11,2427.9021764470326,3,1,2
2,9,2074.597693628252,3,0,0
58,4,889.0958012322211,0,1,2
186,1,92.4408487354219,0,1,1
20,13,3630.679344847516,2,1,2
27,9,2139.7265738743436,3,1,2
28,5,931.9710001435258,3,1,2
126,4,1073.2312496115458,3,1,1
10,8,2423.8242014618368,3,1,2
130,1,463.611495996328,0,1,1
20,11,3133.966208566442,2,1,2
195,2,400.8868690116471,0,0,3
9,5,1486.1641026528346,3,1,2
26,11,3005.1099175937243,2,1,2
31,9,2912.0844093352553,3,1,2
16,9,2361.3978770804842,3,1,2
25,9,2397.0418171734477,3,1,2
20,12,3905.925626085157,2,1,2
37,8,2726.691087503557,3,1,2
10,8,1739.5511697618783,3,1,2
24,6,1988.1349669840845,3,1,2
1,17,4623.088198457051,4,1,2
117,4,820.6832999540673,0,1,1
9,10,2481.3981115732354,3,1,2
20,16,4261.284951227026,1,1,2
36,6,1693.571234712655,3,1,2
51,8,2234.447730156649,3,1,2
86,5,1061.9891931752259,3,0,0
54,6,1921.820736927072,3,1,2
16,3,1087.1112743134709,3,1,2
91,4,1145.772295238407,3,1,1
37,12,4427.996063863407,2,1,2
12,11,2519.6723825919403,2,1,2
23,8,2007.281525947908,3,1,2
38,12,3104.9545159941285,2,1,2
72,7,2012.193296312292,3,1,2
10,13,4103.806390614546,2,1,2
3,3,515.4962399796341,3,1,2
4,4,875.6762201562921,3,1,2
12,7,1873.5513484402902,3,1,2
18,11,2831.592659077468,2,1,2
7,13,3644.720125668959,2,1,2
133,2,535.142108706144,0,1,1
46,15,3083.2860434315817,2,1,2
7,14,3205.1498181432107,2,1,2
24,13,2930.182276323216,2,1,2
2,1,228.483884276182,3,1,2
24,15,4205.3896572275435,2,1,2
73,8,2049.200054059348,3,1,2
4,5,831.8118639582366,3,0,0
22,18,4975.661432311829,4,1,2
16,8,2956.433011263314,2,1,2
170,3,622.30186578287,0,1,1
78,11,2968.355904259987,2,1,2
1,14,3591.8653425614993,2,1,2
12,9,2053.8960208952067,3,1,2
10,18,5675.441401758592,4,1,2
5,8,2363.1236923395118,3,1,2
23,11,2833.815769888008,2,1,2
63,3,693.474524018509,0,0,0
104,3,1079.4565411362441,3,0,3
31,8,2690.5050796179994,3,1,2
71,8,2202.610390951005,3,1,2
165,1,433.404923848353,0,0,3
3,16,4636.436627091423,4,1,2
28,11,2369.4422558995993,3,1,2
0,20,5579.508140912328,4,1,2
64,2,777.6439772942269,0,0,0
5,8,2321.7387559726926,3,1,2
118,1,329.512136838856,0,0,3
131,2,671.410581700057,0,1,1
8,8,2617.330120780502,2,1,2
29,6,2049.680406130328,3,1,2
2,14,3662.3660469996285,2,1,2
101,1,188.098285738842,0,1,1
49,6,1705.495574527057,3,1,2
15,15,4109.958087090534,2,1,2
8,6,1253.8709605141796,3,1,2
33,4,1755.172152669753,3,0,0
2,10,2017.515122193548,3,1,2
90,3,730.9357200829179,0,1,2
39,7,1130.968158477167,3,1,2
31,4,776.028986966445,0,1,2
1,6,1558.321680014925,3,1,2
16,16,3775.6611272568025,1,1,2
7,8,2278.3003544443864,3,1,2
45,7,2337.7191285914114,3,0,0
127,5,1191.522419750587,3,1,1
38,8,2578.819730772139,3,1,2
11,13,2990.1934004781224,2,0,0
46,8,2206.5967570328444,3,1,2
19,2,835.925887032304,3,1,2
38,8,2497.5494682900035,3,1,2
5,5,1378.966127706402,3,1,2
12,7,2408.245265855983,3,1,2
81,11,1895.9179531055418,3,1,2
82,2,739.733558438252,0,1,2
70,1,174.657825795082,0,0,0
65,3,879.538239032515,0,1,2
7,4,1299.942400336839,3,1,2
14,9,2816.0434662978323,2,1,2
29,3,554.2153533387765,3,1,2
0,14,3286.041831848055,2,1,2
4,12,4286.097323881372,2,1,2
5,14,2870.814362963628,2,1,2
166,5,1332.500284557174,0,1,1
26,13,3059.8590288419305,2,1,2
104,1,245.095315190271,0,1,1
97,4,1188.659806072546,3,1,1
21,5,1720.976820010038,3,1,2
22,3,758.7098054631747,3,1,2
70,4,1182.187902411371,3,0,0
44,1,425.633245293724,0,0,0
8,5,1822.996996749786,3,1,2
6,6,1131.3960533367099,3,1,2
76,11,2940.2426311844556,2,1,2
15,9,1857.112321950428,3,1,2
35,8,2105.3173526902883,3,1,2
23,14,4242.170003200692,2,1,2
150,8,2976.5430651304328,3,1,1
18,9,2701.3782704333425,2,1,2
99,2,662.717992840364,0,1,1
184,1,149.497105300319,0,0,3
61,8,2874.450741259649,3,1,2
20,1,453.146092434812,3,1,2
42,5,1605.846323082898,3,1,2
39,10,3589.663320144745,3,1,2
22,4,1120.182644830129,3,1,2
70,7,1910.2354523602035,3,1,2
21,15,4185.815942018822,2,1,2
133,4,901.040529413252,0,1,1
1,13,3463.099967744241,2,1,2
14,5,956.275055587901,3,1,2
100,2,547.715401395695,0,0,3
1,14,4667.572031448328,1,1,2
31,8,2329.151117209045,3,1,2
23,9,2938.477666241488,2,1,2
65,11,2840.9035561554842,2,1,2
16,12,3957.4142038178775,2,1,2
19,6,1393.9447381023328,3,0,0
2,14,3990.5425874265297,2,1,2
111,4,1601.707401194498,3,1,1
65,2,359.474618100784,0,1,2
4,12,3394.661990425564,2,1,2
158,1,219.539528980822,0,0,3
12,9,3483.001021508656,2,0,0
1,16,3172.474732586611,1,1,2
65,14,3873.967101389922,2,1,2
130,4,492.3835258188139,0,0,3
193,2,727.651066476638,0,1,1
39,3,1035.476375898999,3,1,2
1,16,5096.940259128904,4,1,2
17,9,1848.8263914595705,3,1,2
46,13,3727.664271373414,2,1,2
12,3,728.9277936718364,3,1,2
71,10,3322.9201210908054,3,1,2
95,7,1537.3252686051771,3,1,1
16,7,2515.644787659704,2,1,2
4,12,2844.5616729998624,2,1,2
38,6,1674.2973938060666,3,1,2
34,11,3070.9682086858243,2,1,2
85,2,509.4518541841942,0,1,2
52,1,331.886027807571,0,0,0
116,1,81.1426273042996,0,1,1
112,3,689.0892410439556,0,1,1
15,14,3259.0640705647984,2,1,2
14,8,2311.592590734531,3,1,2
11,3,692.0465964713015,3,1,2
14,9,2442.018521588174,3,1,2
10,3,881.7666226971689,3,1,2
37,9,2640.230160518955,3,1,2
5,8,2398.479015323839,3,1,2
1,9,2410.603368315423,3,1,2
0,11,3679.7205844626724,2,1,2
32,10,3144.8307436350224,3,1,2
20,17,4909.698779723687,4,1,2
17,11,3066.261567273917,2,1,2
119,1,172.401192202026,0,0,3
122,1,176.34940774294,0,1,1
12,9,2343.920427506979,3,1,2
11,14,4470.1100250375075,2,1,2
7,2,759.2293774958309,3,0,0
36,10,2725.75803062863,3,1,2
79,1,263.341250692811,0,1,2
4,15,4406.36110082597,2,1,2
47,8,2836.77846407754,3,1,2
42,1,362.498523208351,0,1,2
66,2,728.930556883987,0,1,2
8,15,3627.2910582233685,2,1,2
2,15,3813.1200788269566,2,1,2
108,6,1858.447880697062,3,1,1
71,16,4167.140997009342,2,1,2
17,13,4118.039860538691,2,1,2
21,14,4158.714564777545,2,1,2
116,6,1158.4327212562137,3,1,1
36,6,1851.438781175836,3,0,0
194,1,61.8693504201027,0,1,1
9,14,3816.2108813947293,2,1,2
35,15,4445.652022401748,2,1,2
17,6,1348.0265302980015,3,1,2
5,9,2555.6769120909685,2,1,2
7,11,3281.6587346314086,2,1,2
64,4,1340.611867176664,3,1,2
13,1,373.398774963982,3,0,0
27,13,3057.3996820225375,2,1,2
9,10,2302.8058582517765,3,1,2
0,14,3242.843839755329,2,1,2
82,13,3779.530444277343,2,1,2
7,16,3803.121147766439,1,1,2
26,15,3736.429014123447,2,1,2
2,12,2982.4365136453457,2,1,2
147,1,470.187261157771,0,1,1
178,2,656.560823248354,0,1,1
121,10,2519.941603563462,3,1,1
66,4,610.7690223196622,0,1,2
6,2,770.8394351586669,3,0,0
179,2,436.140204176179,0,1,1
160,1,311.696055956029,0,0,3
20,3,688.357603950613,3,1,2
56,1,431.288549803102,0,0,0
4,10,3612.1149749675747,2,1,2
15,8,1887.041839022181,3,1,2
103,8,2184.6932436523966,3,1,1
2,12,3846.712773269094,2,1,2
15,8,2080.605432273848,3,1,2
25,5,1671.56719453788,3,0,0
36,13,3529.890101307453,2,1,2
187,1,488.371637508694,0,1,1
22,5,1370.7636214605443,3,1,2
10,3,955.0730806251349,3,0,0
19,5,1283.222132207641,3,1,2
6,15,3307.2813200836645,2,1,2
92,1,455.190275174736,0,0,3
18,12,3250.1686769076973,2,1,2
71,14,3267.713871235687,2,1,2
21,8,1934.538188949866,3,1,2
0,15,3041.907275625058,2,1,2
8,12,2708.787433180049,2,1,2
91,2,401.2005362454787,0,0,3
70,11,3169.849123535513,2,1,2
19,2,731.941584191291,3,0,0
3,9,1394.3477321571731,3,1,2
54,2,528.441191026264,0,1,2
42,11,1699.7512896546418,3,1,2
11,6,1636.0263878677756,3,1,2
6,12,2984.339831893249,2,1,2
11,4,1027.064803171427,3,1,2
53,12,2628.6794850648043,2,0,0
4,10,2376.0376892572153,3,1,2
7,18,4776.742890894294,4,1,2
4,15,4015.2771166593284,2,1,2
65,1,495.359804195466,0,1,2
30,8,2653.508491756752,2,1,2
17,3,640.002643742708,3,0,0
150,3,1178.383179345117,0,0,3
19,14,3574.9441604058375,2,1,2
93,2,574.047594948334,0,1,1
90,4,929.0850254419599,0,0,0
115,3,885.1203971216053,0,1,1
84,6,1762.592140772676,3,1,2
21,10,2220.5881752078,3,1,2
8,9,2181.169932224982,3,1,2
69,6,1381.6096244221505,3,1,2
3,17,5468.448828530876,4,1,2
1,2,461.514630791503,3,0,0
173,2,597.479206889638,0,0,3
27,14,4854.3091443286885,1,1,2
48,15,4016.749453548397,2,1,2
107,4,1310.3302234329249,3,1,1
5,10,3209.094899208493,2,1,2
31,8,1581.4280386407281,3,1,2
2,15,3835.031721243382,2,1,2
11,12,3707.8028485059517,2,1,2
14,12,3945.479622248995,2,1,2
45,8,2421.158161808667,3,1,2
14,14,3087.228906811643,2,1,2
5,13,3157.131216097751,2,1,2
39,8,1409.5005970809957,3,1,2
15,5,1530.196723720752,3,0,0
19,14,4087.697410195702,2,1,2
31,7,2162.833952096733,3,1,2
1,15,3748.806407393011,2,0,0
14,10,3008.7551875028353,2,1,2
47,10,2611.0485868589985,3,1,2
2,9,2560.472513262361,2,1,2
15,12,2781.116488579128,2,1,2
88,8,1681.385304704974,3,1,2
115,5,1388.9458698894018,3,1,1
51,6,1769.4243059874373,3,1,2
19,8,2740.567925230381,2,1,2
7,11,2837.132530910526,2,1,2
67,4,925.080418407087,0,0,0
1,8,2228.6932985988046,3,1,2
19,15,4503.091129514996,1,1,2
20,5,1282.4692356231749,3,0,0
51,4,733.3960110740024,0,1,2
72,3,986.082920766326,0,0,0
0,2,564.90731371094,3,1,2
83,7,1924.6004487928847,3,1,2
84,3,642.973945382246,0,1,2
18,3,801.121310465857,3,1,2
41,14,3462.8922832873554,2,1,2
2,10,3331.744039214672,2,1,2
50,4,657.8331954006861,0,1,2
26,3,572.322749641665,3,0,0
63,13,3912.877603900675,2,1,2
11,10,3491.2625251391883,2,1,2
0,7,1522.607589465842,3,1,2
52,7,1931.037324903675,3,1,2
13,16,4353.675722360151,1,1,2
22,11,2474.918591650995,3,1,2
20,15,4115.484304942587,2,1,2
9,9,2300.071773736206,3,1,2
23,8,1929.5906409637853,3,1,2
88,9,1687.0274851433242,3,1,2
32,5,1625.491220955397,3,1,2
3,9,1747.4545499916712,3,1,2
22,6,1618.916616037879,3,1,2
5,11,3010.4682229934406,2,1,2
93,9,2827.281076227159,3,1,1
3,13,4170.01441810504,2,1,2
33,18,4722.276355375593,4,0,1
40,5,1595.844848283255,3,1,2
26,6,1944.593335583126,3,1,2
96,4,1140.2350668586491,3,1,1
13,14,3700.0273333153937,2,1,2
50,6,1427.6306697371592,3,1,2
6,13,3843.9219628321302,2,1,2
0,4,1116.7068730344022,3,1,2
22,3,532.8109998286291,3,1,2
8,4,1516.070422794089,3,1,2
30,9,2410.387946508508,3,1,2
61,9,2420.6672982417604,3,1,2
2,14,3683.222315992829,2,1,2
14,14,4765.607362557433,1,1,2
93,7,2371.162116941642,3,1,1
48,3,615.2460244070007,0,1,2
22,4,1447.497452853242,3,1,2
0,14,3272.649849873261,2,1,2
4,3,605.253823964099,3,1,2
42,6,1869.1257338506516,3,1,2
13,6,1871.8582900689137,3,1,2
32,9,2278.9178195490554,3,1,2
52,8,2047.139775903065,3,1,2
193,1,222.48185227728,0,1,1
52,10,2895.253489928104,3,0,0
18,13,3296.187429960766,2,1,2
17,2,582.786027186201,3,1,2
98,7,1599.0664228098344,3,1,1
53,2,765.493995737253,0,1,2
44,3,600.9940730101335,0,1,2
156,3,1008.450475284694,0,1,1
2,4,1440.315322313475,3,1,2
62,8,2628.777326078216,3,1,2
35,7,1873.7851696440073,3,1,2
30,3,1082.809823807951,3,1,2
20,10,2243.601166743963,3,1,2
5,3,953.254010142668,3,1,2
46,6,1607.2487182496493,3,1,2
171,1,115.728982343235,0,1,1
21,3,564.24038150873,3,1,2
36,6,2253.978801083361,3,0,0
27,11,2458.1383897442197,3,1,2
3,14,3076.794603088324,2,1,2
10,13,2949.022071105109,2,1,2
174,1,400.544566271883,0,1,1
149,2,302.1855982647778,0,1,1
34,5,1167.5652993666372,3,1,2
6,8,2852.560226194141,2,1,2
51,6,1453.0781764905273,3,0,0
18,15,4614.978245772475,1,1,2
9,3,742.7040116347,3,1,2
73,10,2374.7290498196717,3,1,2
1,12,3207.2826268838303,2,1,2
16,14,3989.9697291578696,2,1,2
26,5,1413.8004691521837,3,1,2
3,9,2527.6950002868734,2,1,2
135,1,302.665287647677,0,0,3
2,9,2676.4914818962175,2,1,2
1,11,3763.8665654817178,2,1,2
72,7,1922.4811506958094,3,1,2
0,12,4001.984546568693,2,1,2
3,7,2208.192885897764,3,1,2
19,7,1583.2957430422246,3,1,2
4,14,3533.0549893165894,2,1,2
16,5,1269.9829104391335,3,0,0
1,6,1664.883071286754,3,1,2
7,8,3009.504156872418,2,1,2
17,10,2552.6955067365498,2,1,2
7,11,2567.0387717819276,2,1,2
67,13,3441.9252738176197,2,1,2
119,5,1906.894285455513,3,1,1
17,16,3724.9645333853614,1,1,2
8,9,2091.1179402694215,3,1,2
11,9,1966.3132664496009,3,1,2
7,12,4020.881310504607,2,1,2
25,16,3459.2531821082994,1,1,2
68,3,585.4558090639181,0,1,2
50,2,395.442151840792,0,1,2
37,10,2694.606279905451,3,0,0
158,3,312.1982054107955,0,1,1
33,2,571.2824094432619,0,1,2
26,15,3564.3837567933656,2,1,2
11,8,2529.9150214074307,2,0,0
5,9,2412.527462794342,3,1,2
29,10,3428.996427846651,2,1,2
127,2,253.67353026307802,0,1,1
30,13,3843.6544369715216,2,1,2
27,5,1369.982689490653,3,1,2
24,4,847.7777381946768,3,1,2
35,3,586.1825025434409,0,0,0
14,4,1242.1109886156519,3,1,2
60,8,2285.864857151135,3,1,2
149,2,372.073665278123,0,0,3
132,3,1101.5674596046802,3,0,3
40,4,1014.685419847775,3,1,2
4,14,4342.312945078393,2,1,2
48,9,2938.636080206234,3,1,2
135,1,164.806399297516,0,1,1
78,11,3139.6109527153235,2,1,2
29,6,1971.873058955937,3,1,2
36,3,638.530999369751,0,1,2
5,14,3775.9298302167817,2,1,2
17,13,3626.2829507638166,2,1,2
34,9,3002.388372823366,3,1,2
4,10,2382.020675687632,3,1,2
3,11,2820.82183909584,2,1,2
11,13,3551.581333878556,2,0,0
24,8,1823.8007127118867,3,1,2
1,10,2430.7984464160277,3,1,2
131,2,781.531089246227,0,0,3
10,10,2136.0789678327837,3,1,2
44,3,795.349021308806,0,1,2
2,10,2350.1110295635885,3,1,2
19,2,319.8335827311,3,0,0
98,4,1077.904844003656,3,1,1
8,5,1429.312173509891,3,1,2
5,3,1307.839973817953,3,1,2
107,2,295.131499687298,0,1,1
0,2,755.522311832863,3,1,2
32,7,2016.9563368176325,3,1,2
30,12,4013.688154025049,2,1,2
0,5,1402.5907690776933,3,1,2
13,16,4782.13709424679,4,1,2
9,15,4147.994812304872,2,1,2
101,1,382.140252707512,0,0,3
27,6,1779.3512534741253,3,1,2
16,16,4106.567443898795,1,1,2
10,12,2940.174498650939,2,1,2
34,13,3531.8204680646677,2,1,2
78,4,762.4314211735311,0,1,2
124,9,2128.3924259462146,3,0,3
4,15,4851.993693963315,1,1,2
18,12,3898.366528616113,2,1,2
34,13,3643.0430821133145,2,1,2
7,7,2297.063365086451,3,1,2
42,6,1388.7378369567834,3,1,2
12,3,896.6095358444591,3,1,2
52,8,2358.2114510165347,3,1,2
11,12,3240.4594741740366,2,1,2
61,2,511.25811604616797,0,1,2
8,9,2189.1328234015273,3,1,2
99,1,56.4601861889905,0,0,3
31,15,4117.7923129872615,2,1,2
52,4,1086.604552774187,3,1,2
136,1,125.407076242575,0,1,1
9,7,1811.5170007576303,3,1,2
166,1,499.995230152031,0,0,3
130,2,465.43995083086116,0,0,3
17,12,3275.383779363991,2,1,2
3,11,3157.8321633996616,2,1,2
186,2,910.7391989624621,0,1,1
16,12,3240.977572846313,2,1,2
13,13,3026.7079732786306,2,1,2
4,7,1783.070496066714,3,1,2
103,3,762.0949467904491,0,1,1
32,4,942.5209100423579,0,1,2
9,16,4718.036703716911,4,1,2
72,4,1072.812692813819,3,1,2
66,11,2884.816932123538,2,1,2
82,7,1836.7784910708274,3,0,0
25,5,1207.6377144763494,3,1,2
51,11,3104.4263672331226,2,1,2
9,14,3637.628061218018,2,1,2
9,11,3573.44452015357,2,1,2
11,9,3030.8136028929957,2,1,2
28,13,3473.8199067472037,2,1,2
40,7,1922.289262441052,3,0,0
14,4,1664.030750290523,3,1,2
16,10,2637.5111841315306,2,1,2
193,1,75.7259687000399,0,0,3
1,12,3510.422420026363,2,1,2
0,12,3414.9448746203566,2,1,2
19,7,2000.5789104303972,3,1,2
7,8,2635.0193204401658,2,1,2
126,3,840.716720905383,0,1,1
18,13,3042.9965585680134,2,1,2
10,13,3367.0080029242313,2,1,2
2,12,3396.783816063581,2,1,2
0,7,2090.5153598291913,3,1,2
78,6,1523.3423841582405,3,1,2
87,3,832.198194373541,0,1,2
1,14,4189.038255921375,2,1,2
10,11,4117.819506710706,2,1,2
10,10,2827.223854312509,2,1,2
26,14,4331.353359804476,2,1,2
13,11,2912.294381729797,2,1,2
29,11,3275.4809220642546,2,1,2
28,6,1270.584898361835,3,1,2
8,7,2018.720711890042,3,1,2
185,1,103.831671924255,0,1,1
0,8,2493.140618269911,3,1,2
34,10,2728.6009358286587,3,1,2
9,14,4556.90369359539,1,1,2
39,10,2011.127791272309,3,1,2
138,3,967.7869322418801,0,0,3
21,5,1462.881355216903,3,1,2
0,2,750.7144008124619,3,1,2
21,11,2471.8160377993518,3,1,2
13,4,834.8321870190589,3,0,0
14,12,3259.336632325888,2,1,2
27,4,935.044086366392,3,1,2
22,9,2455.8590817397726,3,1,2
11,17,4143.618272401725,1,1,2
21,5,1634.646946106732,3,1,2
6,15,3910.938204440708,2,1,2
40,4,1029.777584487604,3,1,2
21,4,928.3128941370122,3,1,2
43,7,1697.2926184278385,3,1,2
27,12,3778.285508257776,2,1,2
2,4,796.0575169070568,3,1,2
143,3,427.4472751986681,0,1,1
92,5,1523.244071165666,3,1,1
3,10,3320.400597807834,2,1,2
13,10,2768.575251166344,2,1,2
80,7,2227.724439774794,3,1,2
162,1,437.123383468966,0,0,3
33,13,4394.156767191236,2,1,2
3,16,4623.254282876572,4,1,2
9,12,3968.3640206322766,2,1,2
67,7,1440.8531576256657,3,1,2
14,2,564.169943536446,3,0,0
8,16,4866.776803421485,4,1,2
94,2,541.6748707461305,0,0,3
33,13,3138.226412695278,2,1,2
65,7,2395.876994544918,3,1,2
39,2,776.9328964564829,0,1,2
87,8,1554.4999359454964,3,1,2
31,16,4316.477811677321,1,1,2
33,8,2397.695382127416,3,1,2
48,15,4754.75535370316,1,1,2
6,2,571.809683260302,3,0,0
11,11,3265.6036640486695,2,1,2
82,11,3154.1581691688443,2,1,2
31,17,4153.121131424029,1,1,2
10,16,4996.827513517366,4,1,2
9,14,3655.3887166224135,2,1,2
85,1,204.560743486061,0,1,2
8,14,3660.257228241899,2,1,2
43,5,1305.916499979142,3,1,2
41,7,1702.608563677586,3,1,2
4,16,4345.035202867295,1,1,2
29,3,989.3445070592591,3,1,2
103,2,307.68151737504917,0,1,1
92,4,1059.687856595323,3,1,1
92,3,595.290966253932,0,0,3
32,3,1027.42025494426,3,0,0
0,10,2926.893235462573,2,1,2
37,12,3948.019894041255,2,1,2
36,8,1328.8047376662398,3,1,2
42,11,2689.656389593739,2,1,2
102,3,883.236820461434,0,1,1
2,13,4955.794859667532,1,1,2
11,9,2164.213177286192,3,1,2
16,9,2993.081563833933,2,1,2
35,14,4022.569509395911,2,1,2
9,13,3612.106501352465,2,1,2
13,7,2353.128817696231,3,1,2
33,14,3442.9610078149653,2,1,2
112,1,372.995865875266,0,0,3
26,7,1721.001842766161,3,1,2
13,13,3013.8549439554,2,1,2
43,13,3535.8334960626685,2,1,2
1,6,1674.9479725778838,3,1,2
170,2,796.0155358144041,0,0,3
21,11,2888.6767831216994,2,1,2
21,13,3617.3653684918972,2,1,2
26,10,3151.009326684334,2,1,2
8,16,4104.19355211006,1,1,2
88,7,2018.7505563577402,3,1,2
0,13,3616.672809981675,2,1,2
62,3,414.0840002680689,0,1,2
49,9,2361.540455535973,3,1,2
6,6,1611.659045670469,3,1,2
40,5,768.4379307804206,0,1,2
35,5,1408.875377439881,3,0,0
73,11,3503.992096544706,2,1,2
1,12,3516.4250460286894,2,1,2
150,2,885.560133436947,0,0,3
52,9,1769.972608945452,3,1,2
16,5,1403.7217185952811,3,1,2
0,10,3109.8552079976253,2,1,2
73,8,2362.804756491138,3,1,2
171,1,70.2636770273439,0,0,3
59,5,1533.6121883360918,3,1,2
14,12,2919.703509783545,2,1,2
19,16,3728.075948792238,1,1,2
25,9,2203.944157025981,3,1,2
25,12,3190.668529836793,2,1,2
71,14,3894.6212417098263,2,1,2
112,3,562.9631834493517,0,0,3
93,3,998.536974166489,0,1,1
75,11,2356.8567111003113,3,1,2
26,10,3234.623855754367,2,1,2
13,3,850.9889895104229,3,0,0
154,3,898.673538231325,0,1,1
68,11,3591.581932033595,2,1,2
11,10,2597.0517333921575,2,1,2
75,11,3501.3970920653337,2,1,2
22,10,2444.391175378201,3,1,2
2,11,3786.3109819915862,2,1,2
29,6,1622.6564360071702,3,0,0
42,2,814.055840019117,0,1,2
75,6,1296.0040321536171,3,1,2
12,5,944.7387496512852,3,1,2
10,9,2342.190619976617,3,1,2
139,2,610.8367104427219,0,1,1
6,4,1073.307717509339,3,1,2
26,7,1783.5537047927191,3,1,2
3,16,4018.6778816375054,1,1,2
2,6,1893.604139856111,3,1,2
1,6,1461.565276848638,3,1,2
9,9,1812.6323985295269,3,1,2
6,8,2431.559326368325,3,0,0
46,7,1857.5112180777191,3,1,2
20,12,3717.1297538070576,2,1,2
5,9,1957.6149757668586,3,1,2
2,17,4830.54141546701,4,1,2
161,3,609.463954562769,0,1,1
8,13,2418.425286771141,3,1,2
6,14,4124.693918481573,2,1,2
39,6,1115.871718325181,3,1,2
21,10,2753.4955476397945,2,1,2
80,7,2015.508631257633,3,1,2
27,13,3705.7634665067203,2,1,2
12,4,1103.899162115825,3,0,0
51,8,1852.443554801803,3,1,2
2,7,1238.1487746072535,3,1,2
39,5,1712.7130599379161,3,0,0
27,3,1084.3957860276419,3,1,2
26,3,1014.5961887835999,3,0,0
55,6,1545.204012541205,3,1,2
9,13,4062.6776002068127,2,1,2
6,5,1457.5774542014428,3,0,0
10,12,3024.398261840114,2,1,2
5,13,2943.3723033379492,2,1,2
5,7,1869.2046463731845,3,1,2
24,13,3310.253879488451,2,1,2
6,15,3392.923306327319,2,1,2
13,5,1457.057789119096,3,1,2
22,16,3524.4017228209386,1,1,2
6,17,5133.037258219676,4,1,2
24,12,3425.5239550933557,2,1,2
48,5,1398.322351881638,3,1,2
24,9,2411.112052788909,3,1,2
83,4,1647.037150437584,3,0,0
79,6,1406.4545500087436,3,0,0
9,5,1152.7520597499354,3,1,2
26,13,3618.2577904438617,2,1,2
7,10,3395.150499948138,2,1,2
67,10,1909.1842358494705,3,0,0
104,7,2337.299019028265,3,0,3
54,4,1273.3904601087493,3,1,2
5,15,3548.174309850197,2,1,2
190,2,897.2262113219131,0,1,1
97,5,1180.6178603167114,3,1,1
38,7,1834.5716023015002,3,0,0
43,6,1211.272887413077,3,0,0
8,14,4077.9777512067467,2,1,2
2,17,5579.871198432933,4,1,2
4,11,4148.852514203818,2,1,2
19,12,3248.4321537863602,2,1,2
77,1,200.146084667966,0,0,0
9,9,2301.338960202523,3,1,2
15,13,3573.0930912769486,2,1,2
5,6,1704.174373665408,3,0,0
42,9,2255.8878711031066,3,1,2
18,13,3676.626317247281,2,1,2
30,6,1920.462061076895,3,1,2
42,4,1527.177905705511,3,1,2
81,3,1159.030579238739,3,0,0
2,8,2119.078238860794,3,1,2
34,3,509.301244729929,0,0,0
76,7,2451.846878398312,3,1,2
30,4,1554.7286695445591,3,1,2
15,14,4443.309588575828,2,1,2
13,6,1640.314028398361,3,1,2
34,11,3532.996689280785,2,1,2
173,4,1106.352231784685,0,1,1
4,3,391.27539987150703,3,0,0
25,12,2961.0513962251293,2,1,2
80,11,2571.300824818038,2,1,2
7,8,1261.5700737648806,3,1,2
56,8,2267.511706463239,3,1,2
46,5,1556.235998886488,3,1,2
42,4,1045.408610013697,3,1,2
63,5,1015.8213923643432,3,1,2
90,3,929.094656529011,0,0,0
58,5,1142.0062936607887,3,1,2
33,10,2880.88227194586,3,1,2
12,5,1112.4387331359246,3,1,2
71,9,2234.456019074117,3,1,2
191,1,312.556086399381,0,1,1
3,12,4208.050927918322,2,1,2
7,9,2123.165006124252,3,1,2
12,5,1474.9610612993679,3,0,0
71,11,3059.808737996709,2,1,2
163,1,112.567379935461,0,0,3
6,17,5078.961126119789,4,1,2
6,9,2946.5769650334737,2,1,2
2,7,2081.627439108223,3,1,2
31,10,2692.204019909445,3,1,2
53,10,2838.341292348402,3,1,2
27,10,1901.9491358619641,3,1,2
51,14,3180.541425424177,2,1,2
29,2,409.8668999176448,3,1,2
15,9,1932.4884980517893,3,1,2
46,7,1462.7237987359622,3,1,2
16,12,3055.459304068285,2,1,2
13,12,3212.774636390975,2,1,2
92,2,318.859427518229,0,0,3
19,6,2048.993730161189,3,1,2
64,3,751.7866734183036,0,1,2
119,1,59.1081759696987,0,1,1
5,10,2470.6206253412333,3,1,2
49,3,911.856990994298,0,0,0
108,3,673.2265428456215,0,0,3
15,6,1860.623927336253,3,1,2
23,6,1694.807448390012,3,0,0
16,11,2444.2650550233334,3,1,2
12,11,2496.977025851632,3,0,0
