Recency,Frequency,Monetary,Segment_Label,R_Next_3Months,Churn
25,16,5138.473911794265,4,1,2
2,9,3050.140185211022,2,1,2
54,6,1359.5411764970809,3,1,2
20,10,3002.803890543277,2,1,2
75,1,310.117502869729,0,0,0
31,4,1250.488440218958,3,0,0
43,10,3238.211510348371,3,1,2
134,2,673.559127169917,0,1,1
42,7,2171.621517923822,3,1,2
44,9,2845.249198996006,3,1,2
63,8,2533.57829856619,3,1,2
28,4,772.9206992656065,3,1,2
75,1,333.526476999031,0,0,0
26,12,2850.2436358509553,2,1,2
44,9,3029.678491084191,3,1,2
31,3,668.934625791588,0,1,2
17,12,3302.014166981808,2,1,2
6,12,2856.2204415900924,2,1,2
15,6,1884.133682992168,3,0,0
15,9,2794.3025419103988,2,1,2
63,13,2951.3150973237,2,1,2
4,13,3167.307788051863,2,1,2
42,9,2108.963230360929,3,1,2
5,12,2828.421504508123,2,1,2
7,13,3859.8701870331242,2,1,2
15,14,4084.07021904064,2,1,2
12,6,1471.81069408346,3,1,2
5,11,2318.9910763776174,3,1,2
4,7,2447.967344387247,3,1,2
179,2,417.412188588553,0,0,3
15,9,2577.726275757638,2,1,2
7,16,4638.4378010711525,4,1,2
17,7,2353.5208331286744,3,0,0
64,3,814.4050631892485,0,1,2
38,4,658.1278328124394,0,1,2
84,2,448.3589711781654,0,1,2
6,9,2500.085586984514,2,0,0
21,5,1663.33625153248,3,0,0
84,6,1130.934841802213,3,1,2
4,5,835.3605916126849,3,1,2
12,10,3211.380382137766,2,1,2
12,13,3459.275725904703,2,1,2
25,5,1492.838061725158,3,1,2
1,10,2725.10488616055,2,1,2
60,6,1593.3752536726818,3,1,2
10,8,2292.6006458461447,3,1,2
152,11,3332.784415002445,3,0,3
5,10,2480.29749378997,3,1,2
13,4,917.3371860555782,3,1,2
32,16,5399.858190465306,4,1,2
16,4,559.0858545241422,3,1,2
26,15,4718.7809795651765,1,1,2
33,10,2687.7408303369257,3,1,2
18,13,3837.3762691550064,2,1,2
14,8,1814.8400586868684,3,1,2
171,3,514.5874358321449,0,1,1
1,10,2884.0340967185152,2,1,2
54,4,1315.514489008153,3,0,0
53,13,3554.298539078296,2,1,2
12,9,2824.870530730359,2,1,2
9,4,1469.445258934028,3,1,2
17,14,3697.0056395747138,2,1,2
76,3,534.14036966602,0,1,2
57,5,1096.5448341525139,3,1,2
17,6,1997.850815552086,3,1,2
87,4,1136.968354201244,3,0,0
32,5,909.2662868437043,0,1,2
27,11,2738.956898397559,2,1,2
5,6,1526.060213552312,3,1,2
181,1,348.627628461569,0,1,1
9,15,5136.70372364203,1,1,2
37,3,511.8593833382822,0,1,2
66,9,2215.567156077647,3,1,2
24,6,1565.7000291075665,3,1,2
113,6,1494.5637121757486,3,1,1
7,7,1210.0392963441518,3,1,2
57,10,2472.796418155997,3,1,2
106,4,618.3027795287226,0,1,1
10,7,1592.2124630598696,3,1,2
185,2,572.892175881607,0,0,3
8,8,2220.704574392456,3,1,2
0,9,1965.20836323599,3,1,2
30,11,3470.388526285222,2,1,2
1,12,3161.831128852613,2,1,2
16,7,2006.7052881200866,3,1,2
5,13,3741.213866055736,2,1,2
2,12,3382.125473366427,2,1,2
38,15,3926.1291787155546,2,1,2
19,7,2208.427917878564,3,1,2
17,12,3297.32716749152,2,1,2
9,15,2985.965960080172,2,1,2
41,7,2077.757307725351,3,1,2
32,1,215.605302705627,0,0,0
16,11,2578.2326660366784,2,1,2
42,12,3672.148101413467,2,1,2
7,13,2532.8029837037197,2,1,2
98,1,136.694104706749,0,1,1
11,10,2784.826122987329,2,1,2
7,7,2027.388688166443,3,1,2
13,8,2673.652192334089,2,1,2
24,7,1899.2513036654605,3,1,2
7,7,2294.885306499414,3,1,2
3,7,1994.533225708803,3,1,2
47,8,2633.674378346031,3,1,2
6,6,1341.174357950676,3,1,2
77,2,452.65085426294297,0,1,2
1,15,4971.448651343497,1,1,2
28,3,667.371774896919,3,1,2
49,4,1229.838620829271,3,1,2
54,8,2152.667862172949,3,0,0
71,6,1296.209124745227,3,1,2
37,8,1828.7519976484027,3,1,2
7,8,2845.40790833353,2,1,2
24,11,2886.4848853369367,2,1,2
45,7,2175.160196265236,3,1,2
10,4,1129.0601713639314,3,0,0
12,15,4469.2823278869455,2,1,2
13,12,4005.240031806146,2,1,2
102,3,728.8741958414439,0,1,1
11,13,3285.273377366111,2,1,2
60,7,1619.645829136489,3,1,2
14,8,2114.234471579757,3,1,2
104,1,86.8701321321999,0,0,3
8,5,1740.2080728490391,3,0,0
20,5,925.2031219847863,3,1,2
56,5,1715.587189375465,3,1,2
17,10,2764.996592598264,2,1,2
9,9,3072.920031138178,2,1,2
8,3,992.22702018378,3,0,0
20,6,2032.286854145116,3,1,2
115,1,288.231736698609,0,1,1
18,9,1338.0476779595328,3,1,2
9,8,2503.2384136721626,2,1,2
52,6,1499.5857976933012,3,0,0
16,17,4174.277294559861,1,1,2
2,17,5072.298640981975,4,1,2
0,15,4284.2493543763185,2,1,2
66,1,490.339737520382,0,0,0
35,15,4722.9184469766315,1,1,2
14,1,438.673033002536,3,0,0
91,6,2147.243166631836,3,0,3
43,2,460.1085939996159,0,1,2
1,13,2878.214496666755,2,1,2
62,4,826.011489365483,0,0,0
77,10,2390.6687889806835,3,1,2
2,12,2807.7952426938073,2,1,2
187,1,220.853970989016,0,1,1
65,4,833.1364827182072,0,1,2
2,7,1529.2049895663135,3,1,2
4,13,3944.1162832471255,2,1,2
15,5,911.6417887833838,3,1,2
21,11,3066.0377764038153,2,1,2
32,7,1894.1747240517946,3,1,2
33,4,914.325124118418,0,1,2
68,8,2348.337609335688,3,1,2
0,7,2375.616069365547,3,1,2
2,4,1006.692164438525,3,1,2
58,5,1548.353036556208,3,1,2
40,2,792.732997368091,0,1,2
68,3,1130.8925300146288,3,0,0
2,17,4918.581882866422,4,1,2
182,1,175.983284030915,0,0,3
2,12,3655.487171800026,2,1,2
118,5,1379.4470853451824,3,1,1
73,3,881.073508462976,0,1,2
13,6,2275.616056744987,3,1,2
29,8,2108.7116642483184,3,1,2
11,14,4588.421430220753,1,1,2
29,2,669.452088141777,3,1,2
21,10,2422.897666394316,3,1,2
11,5,1231.2786607763646,3,1,2
21,9,2036.6696162555345,3,1,2
51,6,2086.30773197201,3,1,2
20,14,3866.5020700292885,2,1,2
3,12,2667.4644510775033,2,1,2
21,8,2131.022762762049,3,1,2
1,9,2161.5945638659564,3,1,2
11,8,2178.361693790792,3,1,2
0,8,2252.4203733820896,3,1,2
98,2,416.8486779261832,0,1,1
3,10,2223.252896442301,3,1,2
13,15,3906.4954345718447,2,1,2
3,4,1202.911599459761,3,0,0
17,8,1641.3041725949688,3,1,2
2,8,2571.616534628265,2,1,2
101,4,1367.8375692917,3,1,1
62,5,1712.8726934876622,3,1,2
34,14,3887.585672758357,2,1,2
8,10,3120.417792935482,2,1,2
156,1,437.804340573784,0,0,3
6,14,4320.756787866922,2,1,2
20,17,4830.80765141317,4,1,2
9,10,2524.879818007587,2,1,2
18,6,1826.4579868595831,3,1,2
10,10,3302.607894271311,2,1,2
3,4,815.1850310765108,3,1,2
36,2,266.7046604924343,0,1,2
4,4,1036.0601443788896,3,1,2
15,13,4794.895223073167,1,1,2
3,12,2870.352022223235,2,1,2
16,2,302.205852980327,3,1,2
21,4,1304.549715269616,3,1,2
13,11,2653.378475468198,2,1,2
42,4,1025.49556425796,3,1,2
63,8,2470.7820055690763,3,1,2
57,4,1070.864203475841,3,0,0
42,7,1590.7192310188634,3,1,2
114,1,258.061078381749,0,1,1
9,11,2607.779239336933,2,1,2
5,10,2814.2569561712367,2,1,2
155,4,1084.3841413031757,0,0,3
26,1,203.473940214229,3,1,2
7,9,1960.5170178052526,3,1,2
42,5,1276.507710806109,3,1,2
1,10,3075.4843712117718,2,1,2
20,15,4791.9191786922665,1,1,2
93,3,623.90885363983,0,1,1
25,13,3116.9861908680055,2,1,2
7,7,2035.9614402578345,3,1,2
32,12,4064.308366292101,2,1,2
1,13,3556.5957419139195,2,1,2
4,14,4137.729731436601,2,1,2
26,13,3855.4609073867523,2,1,2
7,15,4167.7976381359,2,1,2
15,15,3988.0589428660664,2,1,2
4,15,3276.279208425091,2,1,2
7,13,3408.305178093576,2,1,2
10,6,1787.378990711524,3,1,2
45,12,3581.8884110025356,2,1,2
12,3,994.7994616252661,3,0,0
17,7,2259.9844492908546,3,1,2
32,10,2373.3260792818787,3,1,2
34,8,1770.702189472968,3,1,2
77,2,566.66857723195,0,1,2
12,6,2125.78146415412,3,1,2
65,9,2642.529129512922,3,1,2
3,15,4025.5634552211745,2,1,2
12,10,3016.263111865663,2,1,2
22,10,2983.136203434617,2,1,2
12,15,3667.0066587709966,2,1,2
1,7,1621.0059592096563,3,1,2
76,1,437.611279654673,0,1,2
2,9,2578.442943406998,2,1,2
24,8,2089.2642948108764,3,1,2
6,16,4371.4182315120925,1,1,2
163,3,1006.456282392731,0,1,1
57,9,1656.3769710856247,3,1,2
50,14,2970.154250559883,2,1,2
5,10,3172.053403087925,2,1,2
23,6,1889.3590056803941,3,1,2
17,15,3954.5922762833497,2,1,2
4,16,4620.837669732664,4,0,1
8,9,2541.0152590210478,2,1,2
65,2,655.958285963073,0,1,2
48,3,1238.4206422182829,3,1,2
3,6,1225.2921354377029,3,1,2
43,12,3080.259317721734,2,1,2
86,9,3269.1118154613378,3,1,2
56,8,2374.950347252602,3,1,2
1,5,887.6837769180778,3,1,2
0,11,3107.230805414522,2,1,2
6,3,967.578625564666,3,1,2
68,5,1713.445272139064,3,1,2
63,5,1161.1400392683017,3,0,0
3,7,1838.897619544772,3,1,2
8,7,1985.2793482727689,3,1,2
15,4,1443.7995650541488,3,1,2
31,3,773.7727058388097,0,1,2
22,8,2054.007196594717,3,1,2
89,1,228.533223204565,0,1,2
0,12,4140.164871247995,2,1,2
37,1,351.988651716233,0,0,0
18,9,2510.137583142939,2,1,2
5,5,1727.2093662616571,3,1,2
70,1,284.332518514088,0,1,2
4,12,3377.62487199763,2,1,2
13,11,3329.739749732947,2,1,2
77,3,828.028915236138,0,0,0
23,13,3206.0223386815132,2,1,2
53,1,223.226416073349,0,1,2
3,7,2401.993346501814,3,1,2
0,6,1923.8244685526934,3,1,2
5,9,2569.9908886003373,2,1,2
120,4,765.5769519984129,0,0,3
2,10,3287.3021124719035,2,0,0
6,10,3485.9594181049624,2,1,2
175,1,82.5843819711174,0,0,3
26,5,1521.48167541568,3,0,0
1,15,4758.120076228639,1,1,2
10,12,3595.8457915049776,2,0,0
15,9,2227.0976549459497,3,1,2
1,10,2991.044034528103,2,1,2
4,9,1981.618510268292,3,1,2
24,3,596.5675519120981,3,0,0
103,12,3615.891860779534,2,1,1
147,1,266.343637542374,0,0,3
2,6,1686.2496841943134,3,1,2
33,5,1609.450665707957,3,1,2
44,3,1169.458669412815,3,1,2
27,6,1306.7752791720388,3,1,2
43,7,1785.2329940498264,3,1,2
14,11,2951.72810259368,2,1,2
8,7,2208.091191909999,3,1,2
15,6,2007.0313395414419,3,1,2
3,6,1072.7571566972797,3,1,2
18,8,2096.965303122906,3,1,2
21,7,1880.4063039824891,3,0,0
50,17,5057.81353287152,4,1,2
5,6,1759.596764785551,3,1,2
12,8,2204.197995724259,3,1,2
66,13,4002.2720883738507,2,1,2
44,9,3042.282938084348,3,1,2
8,12,3458.154327040118,2,1,2
2,7,2416.417004604073,3,1,2
39,6,2077.975296720776,3,1,2
64,1,187.442634270106,0,1,2
65,5,1627.098150757558,3,1,2
41,13,3066.8019309131005,2,1,2
22,9,2707.595507457597,2,1,2
38,7,2960.827394127918,3,1,2
8,4,744.0497196728363,3,1,2
33,12,3880.6195723842056,2,1,2
46,12,2938.477822287021,2,1,2
15,3,863.814204728811,3,0,0
2,18,5770.522944003073,4,1,2
33,7,2047.616470053681,3,1,2
95,7,2407.846708518013,3,1,1
31,13,3481.469504936612,2,1,2
56,4,572.5547545283065,0,1,2
33,13,4175.182596512585,2,1,2
34,2,630.922678170914,0,0,0
105,5,1045.6899536423525,3,1,1
15,17,3838.3848555859004,1,1,2
26,7,1678.2618206390541,3,1,2
27,2,322.818690566423,3,0,0
0,11,3694.329446175509,2,1,2
5,11,3681.6965653734683,2,1,2
22,13,3013.219600501183,2,1,2
17,9,2461.4860468585825,3,1,2
1,4,1307.485641311359,3,0,0
48,12,3638.736552245171,2,1,2
3,8,1858.042220187807,3,1,2
42,1,100.489662009731,0,1,2
78,8,2296.180578356086,3,1,2
37,9,2579.678188489249,3,1,2
19,14,4258.041865161036,2,1,2
50,4,1024.9591590845369,3,0,0
32,6,1511.6494484050538,3,1,2
14,15,3998.0024385113384,2,1,2
98,3,882.386181949134,0,0,3
25,5,1443.0872568021048,3,1,2
22,14,3882.518287105493,2,1,2
28,2,623.9909862953131,3,1,2
5,12,3231.935177169083,2,0,0
0,8,1897.428374447427,3,1,2
106,5,994.787558052662,0,1,1
17,6,1943.515720139414,3,1,2
49,6,1238.159291460064,3,1,2
6,6,1671.353369946504,3,1,2
37,11,3180.233750655662,2,1,2
9,3,894.8187717750823,3,1,2
39,11,2773.313734397907,2,1,2
15,1,410.533041648041,3,1,2
3,11,3623.14528511257,2,1,2
21,10,2457.4971787545637,3,1,2
107,1,215.218847035216,0,0,3
6,8,2431.628310509666,3,1,2
22,5,1652.434354259989,3,1,2
131,5,1485.028775393747,3,1,1
44,8,2258.911639164145,3,0,0
25,8,2002.1988471508919,3,1,2
46,5,1172.062524072001,3,1,2
23,5,1234.2775141744733,3,1,2
9,11,2582.0426448988915,2,1,2
19,10,3311.726238052825,2,1,2
23,6,1502.491330687328,3,1,2
15,3,827.750995853276,3,0,0
79,3,1082.121178994255,3,1,2
120,1,323.920007095095,0,1,1
31,13,3337.638169973074,2,1,2
14,8,1825.6828526456152,3,1,2
71,10,3640.838130369097,3,1,2
45,9,1906.5308484919897,3,1,2
2,9,2213.928665245033,3,1,2
23,4,1492.157820519394,3,1,2
80,6,1665.6054832696038,3,1,2
25,7,1648.0555150795142,3,1,2
50,8,2445.022157353754,3,1,2
2,8,2326.703784825451,3,1,2
40,9,2520.623261711557,3,1,2
39,15,4835.169982045472,1,1,2
76,4,998.974424607328,0,1,2
0,8,1703.9662420807426,3,1,2
87,11,2692.326663703239,2,1,2
59,8,1556.551592408034,3,1,2
42,10,2797.149036493385,3,1,2
5,7,2068.046948745868,3,1,2
35,15,3710.53865527161,2,1,2
37,8,2309.5226001546375,3,0,0
82,8,2246.280995889197,3,1,2
6,12,3127.4068066861796,2,1,2
35,6,1566.8463455302797,3,1,2
91,4,1048.3297876671031,3,1,1
29,13,4017.5683754600536,2,1,2
19,10,2425.5561772832502,3,1,2
24,12,3017.0986641529794,2,1,2
21,13,3878.760323543706,2,1,2
50,6,1567.3260396695912,3,1,2
101,5,1159.0771121605458,3,0,3
108,3,1252.089129483899,3,1,1
20,2,609.2629364359191,3,1,2
30,7,1979.7372199727602,3,1,2
21,5,1845.096775647831,3,0,0
14,16,4344.416863935365,1,1,2
27,8,2173.9925046711687,3,1,2
5,7,2158.7481555221448,3,1,2
39,7,2377.5897455054283,3,1,2
44,11,2846.4503479589685,2,1,2
4,12,4003.071420043998,2,1,2
52,5,680.8094585385127,0,1,2
73,3,1078.116349014487,3,1,2
2,9,2801.3352921136184,2,1,2
64,4,1119.9101129389926,3,1,2
3,9,2643.474275563902,2,1,2
62,4,850.135793948142,0,1,2
31,12,3056.1520389460466,2,1,2
17,15,4130.665818276326,2,1,2
31,4,1174.669983289295,3,1,2
8,13,2997.685823389116,2,1,2
14,11,3305.0322375646733,2,1,2
29,5,1173.130729698722,3,0,0
73,7,2133.333589765609,3,1,2
0,14,4288.927875174656,2,1,2
38,5,1044.04986451745,3,1,2
121,1,184.001853974127,0,1,1
21,13,2876.0513986658357,2,1,2
42,4,935.51640648301,0,1,2
39,15,4034.870898912841,2,1,2
56,3,252.692823910391,0,1,2
8,12,4038.9360967975263,2,1,2
25,13,3387.9867932942793,2,1,2
14,5,1361.4678110127861,3,1,2
45,8,2096.346157920486,3,1,2
20,8,2326.885552956249,3,1,2
17,7,2207.180780322333,3,1,2
34,3,979.218457309988,0,1,2
0,12,2877.35601673603,2,1,2
8,8,2123.9150484469683,3,1,2
15,13,4041.6995822578906,2,1,2
42,4,1191.852602929132,3,1,2
4,12,3983.6692914194973,2,1,2
15,12,3249.270538692861,2,1,2
6,1,228.680938778119,3,1,2
19,2,409.739465983423,3,1,2
63,9,2456.1902589242036,3,1,2
12,12,2800.8727733011824,2,1,2
78,6,1341.352990017461,3,1,2
15,15,4467.169939056498,2,1,2
52,5,1488.2456780860555,3,0,0
7,14,4109.07815326166,2,1,2
79,3,984.7823807361169,0,1,2
34,11,2642.767063571713,2,1,2
4,12,3212.101061140251,2,1,2
3,10,2225.356380815862,3,1,2
32,11,3229.741525404567,2,1,2
44,3,328.9673284695927,0,1,2
50,6,1702.95700539159,3,1,2
64,8,2219.4422106049365,3,1,2
8,11,3292.712848280001,2,1,2
28,16,4950.547228778507,4,1,2
26,8,2197.717839081679,3,0,0
13,10,2431.505555946372,3,0,0
30,8,2011.149730163497,3,0,0
110,4,1492.239798341382,3,1,1
130,4,1145.7122202388687,3,1,1
12,4,997.773350767569,3,1,2
17,13,3445.6073306736434,2,1,2
64,14,3686.9281873833365,2,1,2
48,6,1414.081723374238,3,1,2
83,5,1632.762091324812,3,1,2
141,1,197.86537931128,0,0,3
38,4,1103.5970903085695,3,1,2
7,13,3838.165141708114,2,1,2
35,9,2723.3963585586494,3,1,2
10,6,1705.7292562025575,3,1,2
2,9,2983.232796402886,2,1,2
18,6,1869.7999406890824,3,1,2
33,15,4391.181099403296,2,1,2
1,6,1700.9733099294888,3,1,2
2,13,3280.7211018923535,2,1,2
2,10,2334.477794054843,3,1,2
78,14,3881.3998889997874,2,1,2
2,17,3800.8154662396155,1,1,2
21,9,2916.959017196644,2,1,2
19,2,801.199250032446,3,1,2
62,7,1868.417871542542,3,1,2
3,16,3540.4205994887825,1,1,2
70,17,4909.495563755837,4,1,2
1,5,1698.332919796428,3,1,2
7,4,1228.0637546219577,3,1,2
32,10,2208.508955094231,3,1,2
29,4,1232.299483023247,3,1,2
30,10,2126.684759219219,3,1,2
18,11,2248.396197382431,3,1,2
34,4,882.291945075023,0,1,2
46,5,925.4788422134302,0,1,2
15,15,5500.934362495986,1,1,2
24,15,3248.372873533699,2,1,2
8,1,111.319698838262,3,1,2
58,7,1591.782387089795,3,0,0
63,3,734.5711810176649,0,0,0
0,2,590.650585020511,3,1,2
11,13,3455.3200377719404,2,1,2
7,14,3488.447341684126,2,1,2
47,6,1655.9207944747766,3,1,2
14,3,990.624402199301,3,1,2
10,9,1927.100591304498,3,1,2
57,1,470.144802512114,0,0,0
31,15,3769.6864589184293,2,1,2
10,17,5713.865156776695,4,1,2
51,1,261.148580844098,0,0,0
83,5,1182.8925635637997,3,0,0
138,8,1641.0880435273116,3,1,1
6,12,3720.091013475488,2,1,2
101,4,1001.631805057917,3,0,3
24,11,3078.412970576241,2,1,2
11,3,885.6654105982029,3,1,2
24,7,1487.724347576865,3,1,2
21,6,1408.6698070487416,3,1,2
30,5,1599.857695566872,3,1,2
5,9,3016.332635701959,2,1,2
78,4,1194.029953982899,3,1,2
83,5,1202.7185694386699,3,1,2
10,4,897.7113433864358,3,0,0
19,14,3928.3016625801547,2,1,2
2,11,3772.138764213324,2,1,2
56,10,3302.178640914508,3,1,2
13,10,3478.761934927556,2,1,2
61,3,269.21953766087154,0,1,2
9,12,3395.171819181697,2,1,2
1,8,2033.0944676860934,3,1,2
28,8,2430.4424203623653,3,1,2
1,14,4063.632865067289,2,1,2
13,10,2130.726971583965,3,1,2
0,10,2938.620261537552,2,1,2
101,1,108.730680788249,0,1,1
40,11,3302.950201403112,2,1,2
58,5,1304.9792984082653,3,0,0
73,7,2131.3819596499065,3,1,2
1,11,3979.154266726244,2,1,2
4,15,3088.2730797038757,2,1,2
47,7,1452.9655081576796,3,1,2
40,8,2392.933828228017,3,1,2
13,17,5026.763025566021,4,1,2
4,10,3030.1273954405888,2,1,2
1,15,3559.433126000588,2,1,2
6,12,3493.0805471506364,2,1,2
39,6,1922.7071159011555,3,1,2
119,7,2027.1584175846249,3,1,1
30,6,1430.2525532936402,3,1,2
57,16,3547.474612013124,1,1,2
13,13,3867.4203451303706,2,1,2
97,2,531.4678171915579,0,1,1
107,6,1480.874943417615,3,1,1
41,5,1348.537923906996,3,1,2
16,11,4126.33829511483,2,1,2
20,7,2548.0159936597493,2,1,2
38,11,2827.691466099292,2,1,2
4,8,1963.2527053143306,3,1,2
117,4,1178.3293147285995,3,0,3
101,1,77.0213728397974,0,1,1
12,16,4861.442223839761,4,1,2
7,11,2427.836695674396,3,1,2
115,7,1527.9519418005427,3,1,1
17,9,2751.3940442760454,2,1,2
161,3,984.870984348888,0,1,1
60,2,474.951170681084,0,0,0
20,7,1413.2662398244602,3,1,2
37,4,1001.664504231465,3,1,2
2,7,2141.447733822196,3,1,2
6,14,3247.1702660378864,2,1,2
43,1,482.548152694624,0,1,2
1,14,4598.204217802716,1,1,2
176,3,755.895034002934,0,1,1
10,16,4708.5245783671635,4,1,2
7,6,1165.6141026436476,3,0,0
52,9,2998.340098112499,3,1,2
8,4,1596.194364340096,3,1,2
49,8,2294.476536848897,3,1,2
6,6,2685.685058706128,2,1,2
3,10,2338.2183544514037,3,1,2
51,12,3103.481935131276,2,1,2
57,9,1456.8988435380552,3,1,2
31,4,981.5589694494134,0,1,2
67,16,4099.298450184148,1,1,2
10,9,2450.724812621345,3,1,2
32,6,1442.4413004612911,3,1,2
30,13,3735.0187419144377,2,1,2
37,1,429.757065770998,0,0,0
4,12,2991.745798911553,2,1,2
0,12,3387.681479768463,2,1,2
6,6,1531.583282918156,3,1,2
52,4,937.711717786703,0,1,2
62,4,1147.583791768875,3,0,0
3,9,2705.044389711659,2,1,2
9,12,3330.029978285525,2,1,2
52,6,1225.0375213840482,3,1,2
32,7,2466.6209867667712,3,1,2
2,12,3634.902774938389,2,1,2
3,8,1776.9209336595582,3,1,2
86,3,1048.382612630076,3,1,2
33,8,2205.0864191008422,3,1,2
11,14,3405.24242457295,2,1,2
21,15,3915.859292500668,2,1,2
20,8,2514.710914059153,2,1,2
70,4,1163.00931629084,3,1,2
49,15,3458.1321747365428,2,1,2
70,17,4683.998420921582,4,1,2
42,9,2263.601657185004,3,1,2
95,4,1138.655379810935,3,1,1
2,9,2008.532431180101,3,1,2
31,1,428.97782882452,0,0,0
70,3,1195.212837262195,3,0,0
18,5,1262.1818312499358,3,1,2
3,13,3443.3244364984425,2,1,2
15,6,1663.7510114472711,3,1,2
31,7,2238.4425126647297,3,1,2
6,4,1109.968052875771,3,0,0
15,7,2224.1461272642828,3,1,2
39,4,1044.554145028977,3,1,2
16,11,3563.464737096766,2,1,2
17,4,1066.564349594149,3,1,2
70,7,2329.7502955894047,3,1,2
12,12,3752.8039615367434,2,1,2
73,3,748.832412984471,0,1,2
32,16,4133.589546921799,1,1,2
71,3,890.321003690724,0,1,2
101,1,385.792172163636,0,0,3
38,7,1973.487091825783,3,1,2
69,1,100.369035091263,0,0,0
34,4,982.4796200748581,0,1,2
47,10,2352.4738019924803,3,1,2
42,3,663.881837030624,0,1,2
194,1,359.759163094304,0,1,1
16,8,2630.953681067466,2,0,0
3,18,5228.387706578056,4,0,1
7,10,2286.1032522304267,3,0,0
22,16,3415.2661308340503,1,1,2
39,9,2387.6620905273944,3,0,0
29,10,2891.0485594847864,2,1,2
78,7,1731.6580752808102,3,1,2
24,10,2696.4249493700718,2,1,2
3,13,3730.8709222006396,2,1,2
68,12,3482.403598171311,2,1,2
4,4,1159.624677998458,3,1,2
7,11,3258.960004532023,2,1,2
10,9,2589.113356421716,2,1,2
48,1,419.796043547951,0,1,2
0,8,2283.127705425363,3,1,2
19,13,3412.985007587994,2,1,2
22,15,4165.420074443778,2,1,2
6,5,1224.0043742428008,3,1,2
50,6,1934.76789630787,3,1,2
5,15,3731.549451971088,2,1,2
65,5,1388.659002318811,3,1,2
24,8,1869.1047586518857,3,1,2
27,11,2142.393913214482,3,1,2
11,7,2060.007323076268,3,0,0
17,16,4864.443001765775,4,1,2
36,12,2929.496293814005,2,1,2
45,12,3509.019104938043,2,1,2
28,8,2157.644857286521,3,1,2
2,3,681.6051750916621,3,0,0
24,13,3368.604026517047,2,1,2
15,9,2699.774222781369,2,0,0
15,12,3007.661877161661,2,1,2
10,16,4081.8071097517304,1,1,2
14,12,3191.848198632703,2,1,2
39,2,493.319913082388,0,1,2
40,8,1776.4769977756687,3,1,2
9,9,2831.3792153936865,2,1,2
49,10,3169.293258802828,3,1,2
14,7,2260.326788967046,3,1,2
82,6,1532.0547345445134,3,0,0
9,17,5850.790285963455,4,1,2
26,14,3508.2741671843396,2,0,0
28,8,2544.699676014582,2,1,2
18,8,2064.6717461138505,3,1,2
3,14,4075.307740514473,2,1,2
5,11,2791.005757556443,2,1,2
15,9,2117.5252480452214,3,1,2
34,11,3346.9129846376663,2,1,2
114,2,287.87193847499157,0,1,1
61,10,2879.898519826258,3,1,2
0,9,2699.92900986014,2,1,2
13,5,1199.1795578150648,3,0,0
33,9,2275.1674881302256,3,1,2
94,8,2049.0078091170135,3,1,1
19,13,3605.508903931553,2,1,2
74,6,1831.298524781437,3,1,2
14,16,4169.524098777811,1,1,2
19,7,1811.8389599861403,3,1,2
32,9,1894.8922992289272,3,1,2
46,13,3685.3146979855433,2,0,0
73,4,1254.992349840001,3,1,2
11,8,1803.6998305682077,3,1,2
28,4,1152.2006154011447,3,1,2
4,13,4404.723599862473,2,1,2
20,4,882.3430074427793,3,1,2
55,7,1874.124345089795,3,1,2
47,7,1820.8596880349924,3,1,2
17,13,3533.137448805856,2,1,2
31,15,4819.325142282871,1,1,2
89,3,852.861392354935,0,1,2
6,14,3803.029373789979,2,1,2
4,9,2611.917341383102,2,1,2
28,13,4145.085704912967,2,1,2
0,14,3460.4076054119764,2,1,2
51,2,778.809793947795,0,0,0
42,10,2893.8156557211887,3,1,2
21,13,3345.931636132936,2,1,2
2,7,1683.2667993433024,3,1,2
11,6,1556.724636730655,3,1,2
6,11,3128.5596494183214,2,1,2
5,11,2933.2848378859258,2,1,2
4,4,1380.678250553733,3,1,2
22,4,1247.7121744132019,3,1,2
9,11,3308.340036731142,2,1,2
44,9,2465.6108633216872,3,1,2
0,11,2566.323919333071,2,1,2
41,5,1445.7633088128082,3,1,2
32,14,3002.133495052968,2,1,2
43,12,3665.1476159765048,2,1,2
2,17,4854.4214937168845,4,1,2
3,9,2393.4009265845984,3,1,2
15,11,2348.937755923297,3,1,2
170,4,905.4607980687475,0,0,3
1,11,2528.8432361525547,2,1,2
40,7,1476.9911184985592,3,1,2
27,14,4611.472951799847,1,1,2
46,10,2963.645134288434,3,1,2
49,4,1149.792605134928,3,0,0
8,15,4291.259412876764,2,1,2
11,11,3149.3544026076615,2,1,2
92,1,140.631685862735,0,0,3
19,11,2725.609028255157,2,1,2
0,10,2432.6828413485996,3,1,2
34,10,3583.285911399955,3,1,2
45,7,1701.2685987481373,3,1,2
44,2,304.71994719466204,0,0,0
120,9,2300.290600400828,3,0,3
37,15,3835.6629121343867,2,1,2
9,15,4220.448460930193,2,1,2
73,12,3164.4449587532354,2,1,2
5,6,1804.959420896841,3,1,2
14,3,1241.135774659772,3,0,0
4,6,1213.3039612048335,3,1,2
32,9,2911.887936083011,3,1,2
36,7,1676.101826816926,3,1,2
8,7,2180.925055542095,3,1,2
9,12,3274.44064119656,2,1,2
10,2,716.193236509053,3,1,2
98,2,481.830881866773,0,0,3
52,4,1127.5714301800524,3,1,2
25,10,2718.683962447891,2,1,2
169,3,1181.564416413043,0,1,1
